iata_code,avg_temperature,avg_precipitation,avg_wind_speed
LRD,22.986027397260273,1.3464109589041093,16.496712328767124
LSE,8.634520547945206,2.613534246575343,12.134246575342466
LWB,10.537534246575342,2.6193698630136986,9.65095890410959
LWS,11.163013698630136,1.935013698630137,7.296712328767124
LYH,14.159452054794523,2.745178082191781,9.630958904109589
MAF,16.962465753424656,1.533123287671233,16.553424657534247
MBS,9.00191780821918,2.189232876712329,13.78109589041096
MCI,12.035342465753423,2.752082191780822,13.234246575342466
MCO,21.980821917808218,2.6191780821917807,10.000821917808219
MDT,12.267671232876713,3.235342465753425,10.473698630136989
MDW,10.393698630136985,2.761643835616438,15.60958904109589
MEI,19.02821917808219,2.828109589041096,9.669315068493152
MEM,16.801369863013697,2.9041917808219178,10.353698630136988
MFE,23.60082191780822,1.2362465753424658,17.29945205479452
MFR,11.96986301369863,3.0449589041095892,6.256712328767123
MGM,18.97041095890411,2.6582739726027396,9.683835616438357
MHK,12.78821917808219,2.1624109589041094,14.826849315068493
MHT,9.747945205479452,3.2933150684931505,11.055890410958902
MIA,24.354794520547944,2.215178082191781,15.07342465753425
MKE,9.771780821917808,2.398383561643836,16.518630136986303
MKG,9.538356164383561,2.507780821917808,14.387945205479452
MLB,22.87945205479452,2.2769041095890414,11.375616438356165
MLI,10.503287671232876,2.8331506849315065,13.465753424657533
MLU,19.328219178082193,2.570767123287671,10.478082191780821
MMH,7.015890410958903,1.2943013698630137,6.571232876712329
MOB,19.554246575342468,3.3190136986301373,10.372876712328768
MOD,17.27041095890411,1.4738082191780824,8.641917808219178
MOT,4.9912328767123295,1.7672876712328767,15.944109589041094
MRY,14.617808219178082,1.6787123287671233,8.737260273972604
MSN,8.863013698630137,2.6352054794520545,13.41068493150685
MSO,8.107123287671234,2.044630136986301,5.963835616438357
MSP,7.602191780821919,2.6754246575342466,12.435890410958905
MSY,20.72739726027397,2.8884657534246574,12.874794520547946
MTJ,8.12849315068493,1.1854520547945206,6.734520547945206
MYR,18.624657534246577,3.3143561643835615,12.55945205479452
YUM,24.415616438356167,0.22076712328767123,10.831506849315069
OAJ,17.33753424657534,3.567726027397261,10.923835616438355
OAK,15.551232876712328,1.4512876712328768,10.207397260273972
OKC,15.93013698630137,2.0181917808219176,15.07178082191781
OMA,10.144931506849314,2.2476438356164383,15.717534246575342
ONT,18.215616438356165,1.1766027397260275,5.383013698630138
ORD,10.082465753424657,2.6182739726027395,13.565479452054795
ORF,16.155068493150686,2.934465753424657,13.23068493150685
OTH,12.424657534246576,4.028082191780822,15.315890410958904
PAH,15.141643835616438,2.639753424657534,10.198356164383563
PBI,23.876164383561647,2.6901369863013693,11.216438356164383
